Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
12462,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Tub & Tile Resurface (2) - Danny,6210 - Repair,N6913E (2X2),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/30/2024,10/23/2024,,,No,No,"2,957.47",530.00,"483.30, 69.24, 514.93, 1890.00",530.00,Parc Place Villas
12462,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Carpet Replacement - Martinez,1405 - Building Improvements,N6913E (2X2),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/30/2024,10/23/2024,,,No,No,"2,957.47",483.30,"483.30, 69.24, 514.93, 1890.00",483.30,Parc Place Villas
12462,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Rangehood – Chadwell,"1410 - Appliances, Furniture and Equipment",N6913E (2X2),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/30/2024,10/23/2024,,,No,No,"2,957.47",69.24,"483.30, 69.24, 514.93, 1890.00",69.24,Parc Place Villas
12462,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Stove – Appliance Source,"1410 - Appliances, Furniture and Equipment",N6913E (2X2),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/30/2024,10/23/2024,,,No,No,"2,957.47",575.00,"483.30, 69.24, 514.93, 1890.00",514.93,Parc Place Villas
12462,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Cleaning - Danny,6251 - Cleaning Services,N6913E (2X2),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/30/2024,10/23/2024,,,No,No,"2,957.47",160.00,"483.30, 69.24, 514.93, 1890.00",160.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full baseboard replacement – Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",500.00,1845.00,500.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Paint/Ceiling paint 1x1 M - Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",535.00,1845.00,535.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen Countertop Resurface - Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",230.00,1845.00,230.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Tub & Tile Resurface - Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",265.00,1845.00,265.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathroom sink resurface – Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",115.00,1845.00,115.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathroom Cabinet Paint – Danny,6210 - Repair,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",100.00,1845.00,100.00,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Stove – Appliance source,"1410 - Appliances, Furniture and Equipment",I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",575.00,1845.00,,Parc Place Villas
12463,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Cleaning - Danny,6251 - Cleaning Services,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/29/2024,10/23/2024,,,No,No,"1,845.00",100.00,1845.00,100.00,Parc Place Villas
12503,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full paint/Ceiling paint - Danny,6210 - Repair,T6916A (1X1S),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,10/30/2024,10/29/2024,,,No,No,"1,480.00",535.00,1480.00,535.00,Parc Place Villas
12503,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen Cabinet Paint - Danny,6210 - Repair,T6916A (1X1S),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,10/30/2024,10/29/2024,,,No,No,"1,480.00",350.00,1480.00,350.00,Parc Place Villas
12503,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen countertop resurface - Danny,6210 - Repair,T6916A (1X1S),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,10/30/2024,10/29/2024,,,No,No,"1,480.00",230.00,1480.00,230.00,Parc Place Villas
12503,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub resurface - Danny,6210 - Repair,T6916A (1X1S),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,10/30/2024,10/29/2024,,,No,No,"1,480.00",265.00,1480.00,265.00,Parc Place Villas
12503,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full cleaning - Danny,6251 - Cleaning Services,T6916A (1X1S),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,10/30/2024,10/29/2024,,,No,No,"1,480.00",100.00,1480.00,100.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full paint/Ceiling paint - Danny,6210 - Repair,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",595.00,"1570.00, 100.00, 1894.19",595.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen cabinet paint - Danny,6210 - Repair,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",350.00,"1570.00, 100.00, 1894.19",350.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ktchen countertop resurface - Danny,6210 - Repair,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",230.00,"1570.00, 100.00, 1894.19",230.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub Resurface - Danny,6210 - Repair,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",265.00,"1570.00, 100.00, 1894.19",265.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Carpet Cleaning - Creative Milticare,6220 - Carpet Cleaning,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",240.00,"1570.00, 100.00, 1894.19",100.00,Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Flooring - Martinez Painting,1405 - Building Improvements,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19","1,825.71","1570.00, 100.00, 1894.19","1,894.19",Parc Place Villas
12504,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full Cleaning - Danny,6251 - Cleaning Services,C6914D (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,10/31/2024,10/29/2024,,,No,No,"3,564.19",130.00,"1570.00, 100.00, 1894.19",130.00,Parc Place Villas
12506,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Dishwasher - Chadwell,"1410 - Appliances, Furniture and Equipment",E6913B (2X1),Chadwell Supply,Exempt,,,10/29/2024,,,No,No,369.80,369.80,369.80,369.80,Parc Place Villas
12507,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Dishwasher - Chadwell,"1410 - Appliances, Furniture and Equipment",G5621B (2X1),Chadwell Supply,Exempt,,,10/29/2024,,,No,No,369.80,369.80,369.80,369.80,Parc Place Villas
12536,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Widows - Evolution,1405 - Building Improvements,S5704A (1X1D),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/05/2024,10/29/2024,,,No,No,"1,800.00","1,800.00",1800.00,"1,800.00",Parc Place Villas
12537,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New windows - Evolution,1405 - Building Improvements,S5704B (2X1),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/05/2024,10/29/2024,,,No,No,"1,800.00","1,800.00",1800.00,"1,800.00",Parc Place Villas
12547,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",bathtub and ceiling repair - Danny,6210 - Repair,M5707B (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,10/29/2024,,,No,No,"1,015.00","1,015.00",1015.00,"1,015.00",Parc Place Villas
12548,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Sliding Glass Door Replacement - Sliding door roller,6210 - Repair,Q6912C (1X1M),"INC, SLIDING DOOR ROLLER REPLACEMENT,",Approved,David  Patino,11/04/2024,10/30/2024,,,No,No,736.38,671.88,736.38,736.38,Parc Place Villas
12593,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Exempt,,,11/01/2024,,,No,No,386.80,386.80,386.80,386.80,Parc Place Villas
12594,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies for repairs - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Exempt,,,11/01/2024,,,No,No,392.48,392.48,392.48,392.48,Parc Place Villas
12595,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies for repairs - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Approved,David  Patino,11/04/2024,11/01/2024,,,No,No,"1,400.90","1,400.90",1400.90,"1,400.90",Parc Place Villas
12596,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Approved,David  Patino,11/04/2024,11/01/2024,,,No,No,"1,144.73","1,144.73",1144.73,"1,144.73",Parc Place Villas
12626,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Dishwasher - Chadwell,6272 - Appliances Repair/Parts/Replace,K7107B (2X1),Chadwell Supply,Exempt,,,11/04/2024,,,No,No,391.30,391.30,391.30,391.30,Parc Place Villas
12629,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling drywall repair - Danny,6210 - Repair,T6918F (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,11/04/2024,,,No,No,"1,450.00","1,450.00",1450.00,"1,450.00",Parc Place Villas
12633,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling drywall damage - Danny,6210 - Repair,S5704E (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,11/05/2024,,,No,No,850.00,850.00,850.00,850.00,Parc Place Villas
12634,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling drywall damage - Danny,6210 - Repair,P6907F (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,11/05/2024,,,No,No,500.00,500.00,500.00,500.00,Parc Place Villas
12635,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bedroom ceiling repair - Danny,6210 - Repair,M5705F (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,11/05/2024,,,No,No,"1,050.00","1,050.00",1050.00,,Parc Place Villas
12636,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",front door replacement - Danny,1405 - Building Improvements,I5620A (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/04/2024,11/05/2024,,,No,No,480.00,480.00,480.00,480.00,Parc Place Villas
12653,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full paint/Ceiling paint - Danny,6210 - Repair,K7101C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/08/2024,11/06/2024,,,No,No,635.00,535.00,635.00,535.00,Parc Place Villas
12653,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full Cleaning - Danny,6251 - Cleaning Services,K7101C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/08/2024,11/06/2024,,,No,No,635.00,100.00,635.00,100.00,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full paint/Ceiling paint - Danny,6210 - Repair,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",595.00,"1570.00, 669.54",595.00,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen cabinet paint - Danny,6210 - Repair,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",350.00,"1570.00, 669.54",350.00,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen countertop resurface - Danny,6210 - Repair,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",230.00,"1570.00, 669.54",230.00,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub resurface - Danny,6210 - Repair,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",265.00,"1570.00, 669.54",265.00,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Carpet Replacement - Martinez,1405 - Building Improvements,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",670.00,"1570.00, 669.54",669.54,Parc Place Villas
12654,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full cleaning - Danny,6251 - Cleaning Services,N6915F (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/11/2024,11/06/2024,,,No,No,"2,239.54",130.00,"1570.00, 669.54",130.00,Parc Place Villas
12673,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Air Handler - Chadwell,6210 - Repair,I5620A (1X1M),Chadwell Supply,Approved,David  Patino,11/08/2024,11/06/2024,,,No,No,622.43,622.43,622.43,622.43,Parc Place Villas
12674,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Dishwasher  - Chadwell,"1410 - Appliances, Furniture and Equipment",A6919A (2X1),Chadwell Supply,Exempt,,,11/06/2024,,,No,No,369.80,369.80,369.80,369.80,Parc Place Villas
12680,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ful Paint - Danny,6210 - Repair,F5621A (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/07/2024,,,No,No,"1,340.00",595.00,1340.00,595.00,Parc Place Villas
12680,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen cabinet paint - Danny,6210 - Repair,F5621A (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/07/2024,,,No,No,"1,340.00",350.00,1340.00,350.00,Parc Place Villas
12680,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub resurface - Danny,6210 - Repair,F5621A (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/07/2024,,,No,No,"1,340.00",265.00,1340.00,265.00,Parc Place Villas
12680,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full cleaning - Danny,,F5621A (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/07/2024,,,No,No,"1,340.00",130.00,1340.00,130.00,Parc Place Villas
12726,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling repair - Danny,6210 - Repair,K7107B (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/08/2024,,,No,No,850.00,850.00,850.00,850.00,Parc Place Villas
12751,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",P6907E EXTERIOR ROOF REPAIR,6210 - Repair,P6907E (2X1),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/12/2024,11/10/2024,,,No,No,"2,600.00",650.00,2600.00,,Parc Place Villas
12751,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",T6918F EXTERIOR ROOF REPAIR,6210 - Repair,T6918F (2X1),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/12/2024,11/10/2024,,,No,No,"2,600.00",650.00,2600.00,,Parc Place Villas
12751,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",M5707F EXTERIOR ROOF REPAIR,6210 - Repair,M5707F (2X1),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/12/2024,11/10/2024,,,No,No,"2,600.00",650.00,2600.00,,Parc Place Villas
12751,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",S5706E,6210 - Repair,S5706E (1X1M),EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,11/12/2024,11/10/2024,,,No,No,"2,600.00",650.00,2600.00,,Parc Place Villas
12752,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Emergency service needed at lift station,6491 - Lift Station Emergency,Parc Place Villas,Lift Station Services PRC,Approved,Morde Benzaquen,11/13/2024,11/10/2024,,,No,No,"5,235.00","5,235.00",5235.00,"5,235.00",Parc Place Villas
12753,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Drywall ceiling repair in affected areas - Danny,6210 - Repair,S5706E (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/10/2024,,,No,No,500.00,500.00,500.00,500.00,Parc Place Villas
12754,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling texture and drywall repair - Danny,6210 - Repair,Q6912E (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/10/2024,,,No,No,"1,000.00","1,000.00",1000.00,"1,000.00",Parc Place Villas
12755,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling is caving down in bedrooms -Danny,6210 - Repair,N6911E (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/11/2024,11/10/2024,,,No,No,"1,450.00","1,450.00",1450.00,"1,450.00",Parc Place Villas
12783,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies needed for office and maintenance - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Exempt,,,11/13/2024,,,No,No,314.11,314.11,314.11,314.11,Parc Place Villas
12788,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Air Handler - Chadwell,6272 - Appliances Repair/Parts/Replace,C6916B (2X1),Chadwell Supply,Approved,David  Patino,11/14/2024,11/13/2024,,,No,No,622.43,622.43,622.43,622.43,Parc Place Villas
12790,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New A/C system - Chadwell,"1410 - Appliances, Furniture and Equipment",D5618A (2X1),Chadwell Supply,Approved,Mordechai Levenberg,11/15/2024,11/13/2024,,,No,No,"1,857.61","1,857.61",1857.61,"1,857.61",Parc Place Villas
12795,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Garbage disposals - Chadwell,6210 - Repair,Parc Place Villas,Chadwell Supply,Exempt,,,11/13/2024,,,No,No,344.34,344.34,344.34,344.34,Parc Place Villas
12796,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies for repairs - Chadwell,6730 - Supplies Repairs and Maintenance,Parc Place Villas,Chadwell Supply,Exempt,,,11/13/2024,,,No,No,371.81,371.81,371.81,371.81,Parc Place Villas
12797,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Dishwasher - Chadwell,"1410 - Appliances, Furniture and Equipment",C6914A (2X1),Chadwell Supply,Exempt,,,11/13/2024,,,No,No,369.80,369.80,369.80,369.80,Parc Place Villas
12845,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",A/C CONDENSER - Chadwell,"1410 - Appliances, Furniture and Equipment",N6915A (1X1D),Chadwell Supply,Approved,David  Patino,11/17/2024,11/14/2024,,,No,No,"1,235.18","1,235.18",1235.18,"1,235.18",Parc Place Villas
12871,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies needed for repairs - Chadwell,6210 - Repair,Parc Place Villas,Chadwell Supply,Exempt,,,11/18/2024,,,No,No,336.48,336.48,336.48,336.48,Parc Place Villas
12872,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Supplies needed for repairs - Chadwell,6210 - Repair,Parc Place Villas,Chadwell Supply,Exempt,,,11/18/2024,,,No,No,333.36,333.36,333.36,,Parc Place Villas
12879,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New smoke detectors - Chadwell,6330 - Fire Safety,Parc Place Villas,Chadwell Supply,Approved,Mordechai Levenberg,12/10/2024,11/18/2024,,,No,No,"4,369.88","4,369.88",4369.88,"4,369.88",Parc Place Villas
12880,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New bathtub - Danny,6210 - Repair,S5704C (2X1),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/19/2024,11/19/2024,,,No,No,"1,400.00","1,400.00",1400.00,"1,400.00",Parc Place Villas
12902,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New pool camera - Innovative security,6210 - Repair,Parc Place Villas,Innovative Security Services LLC,Approved,David  Patino,11/19/2024,11/20/2024,,,No,No,500.00,500.00,500.00,500.00,Parc Place Villas
12906,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New air handler - Chadwell,1405 - Building Improvements,N6915A (1X1D),Chadwell Supply,Approved,David  Patino,11/20/2024,11/20/2024,,,No,No,622.43,622.43,622.43,622.43,Parc Place Villas
12943,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full Paint - Danny,6210 - Repair,G5615C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,"1,350.00",535.00,"100.00, 1250.00",535.00,Parc Place Villas
12943,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen cabinet paint - Danny,6210 - Repair,G5615C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,"1,350.00",350.00,"100.00, 1250.00",350.00,Parc Place Villas
12943,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub resurface - Danny,6210 - Repair,G5615C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,"1,350.00",265.00,"100.00, 1250.00",265.00,Parc Place Villas
12943,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Carpet Cleaning - Creative Multicare,6220 - Carpet Cleaning,G5615C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,"1,350.00",200.00,"100.00, 1250.00",100.00,Parc Place Villas
12943,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full cleaning - Danny,6251 - Cleaning Services,G5615C (1X1M),Danny Remodeling & Quality Painting LLC,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,"1,350.00",100.00,"100.00, 1250.00",100.00,Parc Place Villas
12959,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New stove - Chadwell,"1410 - Appliances, Furniture and Equipment",Q6912D (1X1M),Chadwell Supply,Approved,David  Patino,11/25/2024,11/22/2024,,,No,No,514.93,514.93,514.93,514.93,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",FULL PAINT - DANNY,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",595.00,"1158.86, 2185.00",595.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen Cabinet Paint - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",350.00,"1158.86, 2185.00",350.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Kitchen countertops resurface,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",230.00,"1158.86, 2185.00",230.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Ceiling repair/ baseboards/ drywall - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",400.00,"1158.86, 2185.00",400.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathtub resurface - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",265.00,"1158.86, 2185.00",265.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathroom sink resurface - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",115.00,"1158.86, 2185.00",115.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Bathroom cabinet paint - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",100.00,"1158.86, 2185.00",100.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",Full cleaning - Danny,6210 - Repair,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",130.00,"1158.86, 2185.00",130.00,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New stove - Chadwell,"1410 - Appliances, Furniture and Equipment",F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",514.93,"1158.86, 2185.00",514.93,Parc Place Villas
12966,"Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",New Refrigerator - Chadwell,,F5617B (2X1),Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,11/27/2024,11/22/2024,,,No,No,"3,343.86",643.93,"1158.86, 2185.00",643.93,Parc Place Villas
