Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
16810,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Chadwell - Supplies for Make Ready,6730 - Supplies Repairs and Maintenance,948,,Approved,Justin Lichtman,04/18/2025,04/17/2025,,,No,No,,"1,870.40",,,The Standard at 2690
16810,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Premier Painting – Punch for Make Ready,6210 - Repair,948,,Approved,Justin Lichtman,04/18/2025,04/17/2025,,,No,No,,400.00,,,The Standard at 2690
16810,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Premier Painting – Cleaning,6223 - Cleaning - Vacant Units,948,,Approved,Justin Lichtman,04/18/2025,04/17/2025,,,No,No,,120.00,,,The Standard at 2690
16811,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759","Stevenson’s Electric Service Co., Inc- Certifying all first and second floor units remaining.",6217 - The Standard emergency Oct 2024,The Standard at 2690,Stevenson's Electric Service Co,Pending (3 of 3),Justin Lichtman,04/18/2025,04/17/2025,04/23/2025,,No,No,,"28,982.50",,,The Standard at 2690
16813,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Sherwin Williams - Paint (Collonade Gray SG),6730 - Supplies Repairs and Maintenance,The Standard at 2690,SHERWIN-WILLIAMS,Approved,Bibiana Sarmiento,04/18/2025,04/17/2025,,,No,No,,"1,450.00",,,The Standard at 2690
16814,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Demo and Repair the Wall in the back of the Old Bathtub,6210 - Repair,326,Premier Painting and Home Renovations LLc,Approved,Bibiana Sarmiento,04/18/2025,04/17/2025,,,No,No,,150.00,,,The Standard at 2690
16814,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Bathroom Tub and Walls Replacement,6210 - Repair,326,Premier Painting and Home Renovations LLc,Approved,Bibiana Sarmiento,04/18/2025,04/17/2025,,,No,No,,"1,350.00",,,The Standard at 2690
16816,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Premier: Building 9 - Replace 20 Small Windows Glasses + 7 Double Glasses + 8 Sliding Doors + 7 Full Windows,6217 - The Standard emergency Oct 2024,The Standard at 2690,Premier Painting and Home Renovations LLc,Pending (2 of 2),Nick Monti,04/18/2025,04/17/2025,,,No,No,,"9,850.00",,,The Standard at 2690
16831,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Front Pool: Replace 16 Filters,6255 - Pool Equipment/Repairs/Supplies,The Standard at 2690,Ocean Life Pool Services INC,Approved,Bibiana Sarmiento,04/18/2025,04/18/2025,,,No,No,,"1,154.80",,,The Standard at 2690
16832,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Replace Vinyl Flooring in Kitchen,1405 - Building Improvements,616,Martinez Painting and Decor LLC,Exempt,,,04/18/2025,,,No,No,,302.00,,,The Standard at 2690
16833,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Carpet Throughout 2x1.5 (Fixed Asset: 2217),1405 - Building Improvements,606,Martinez Painting and Decor LLC,Pending (1 of 1),,,04/18/2025,,,No,No,,"1,082.40",,,The Standard at 2690
16861,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",Supplies needed for property,6730 - Supplies Repairs and Maintenance,The Standard at 2690,Lowe's Pro Supply,Exempt,,,04/18/2025,,,No,No,,215.44,,,The Standard at 2690
13717,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",4 Hoodies with F&B Logos,6564 - Employee Uniforms,University Townhomes,Xtreme Designs,Exempt,,,01/07/2025,01/01/2025,,No,No,159.00,159.00,159.00,159.00,University Townhomes
13738,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","AC Package Unit 2.5 tons, 2023. 1 Year of Guarantee, tax and delivery",1405 - Building Improvements,29-066A,SHARK APPLIANCES,Approved,Mordechai Levenberg,01/08/2025,01/07/2025,01/07/2025,,No,No,"1,658.50","1,658.50",1658.50,"1,658.50",University Townhomes
13745,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","AC Package Unit 2.5 tons, 2023. 1 Year of Guarantee. Taxes and Delivery",1405 - Building Improvements,2-015,SHARK APPLIANCES,Approved,Mordechai Levenberg,01/08/2025,01/07/2025,01/07/2025,,No,No,"1,658.50","1,658.50",1658.50,"1,658.50",University Townhomes
13746,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",HGSW Spec-Right Egg UW Indoor PAINT 5 Gallon GL Code: Paint **Paint Order Notes** Color Name: Colonnade Gray,6730 - Supplies Repairs and Maintenance,University Townhomes,Lowe's Pro Supply,Approved,David  Patino,01/07/2025,01/07/2025,01/07/2025,,No,No,937.62,937.62,937.62,937.62,University Townhomes
13799,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10kw HEAT FOR GOODMAN-ELEMENT,"6240 - A/C , Heat, Ventilation (HVAC)",24-008C,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,149.43,149.43,149.43,149.43,University Townhomes
13801,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10kw HEAT FOR GOODMAN-ELEMENT,"6240 - A/C , Heat, Ventilation (HVAC)",15-037E,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,149.43,149.43,149.43,149.43,University Townhomes
13802,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10kw HEAT FOR GOODMAN-ELEMENT,"6240 - A/C , Heat, Ventilation (HVAC)",17-015G,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,149.43,149.43,149.43,149.43,University Townhomes
13803,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10kw HEAT FOR GOODMAN-ELEMENT,"6240 - A/C , Heat, Ventilation (HVAC)",17-015F,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,149.43,149.43,149.43,149.43,University Townhomes
13833,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",TOILET PAPER ROLLER - TWO TIP WHITE PLASTIC,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,298.91,8.53,298.91,8.53,University Townhomes
13833,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",60 GALLON ENVIRONMENTALLY GREEN HEAVY DUTY,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,298.91,152.28,298.91,152.29,University Townhomes
13833,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",12-16 GALLON TALL KITCHEN TRASH BAGS WITH,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,298.91,138.09,298.91,138.09,University Townhomes
13834,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",1500W POWERZONE CERAMIC TOWER HEATER,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/09/2025,01/09/2025,,No,No,374.62,374.62,374.62,374.62,University Townhomes
13860,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",WHITEFALLS TWO LEVER LAVATORY FAUCET - WITH BUTTON INDICATORS - WITHOUT POP-UP - CHROME,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,329.72,329.72,329.72,329.72,University Townhomes
13861,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",WHITEFALLS TWO LEVER ARC-SPOUT KITCHEN FAUCET WITHOUT SPRAY - WASHERLESS - BRUSHED NICKEL,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,364.64,364.64,364.64,364.64,University Townhomes
13862,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",CORDLESS MINI BLIND 63X60 - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,312.07,312.07,312.07,312.07,University Townhomes
13863,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","11"" LED ROUND PANEL FIXTURE - WHITE - 5CCT",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,301.92,301.92,301.92,301.92,University Townhomes
13865,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",LED HALF ROUND WALL SCONCE - BRUSHED NICKEL - 3CCT,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,342.24,342.24,342.24,342.24,University Townhomes
13867,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","	15"" LED ROUND PANEL FIXTURE - WHITE - 5CCT",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/10/2025,01/10/2025,,No,No,284.53,284.53,284.53,284.53,University Townhomes
13877,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",CORDLESS MINI BLIND 43X60 - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/13/2025,01/13/2025,,No,No,208.01,208.01,208.01,208.01,University Townhomes
13936,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","Remove and replace electrical panel Includes parts, labor, and permit",6210 - Repair,19-045D,Empire Electric Inc,Approved,Mordechai Levenberg,01/16/2025,01/15/2025,01/15/2025,,No,No,"1,800.00","1,800.00",1800.00,,University Townhomes
13951,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",TRANSFORMER - GOODMAN 0130M00138S,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,253.62,149.77,253.62,149.78,University Townhomes
13951,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",	2P 30AMP CONTACTOR,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,253.62,103.84,253.62,103.84,University Townhomes
13952,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,298.85,298.85,298.85,298.85,University Townhomes
13953,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,349.61,298.85,349.61,298.85,University Townhomes
13953,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","INSULATED BLUE FEMALE TAB TERMINAL 1/4""; 16-14AWG - 100/PK",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,349.61,50.76,349.61,50.76,University Townhomes
13959,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","INSULATED BLUE FEMALE TAB TERMINAL 1/4""; 16-14AWG - 100/PK",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,298.86,298.85,298.86,298.86,University Townhomes
13960,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",	SEQUENCER Q104,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/15/2025,01/15/2025,,No,No,81.85,81.85,81.85,81.85,University Townhomes
13993,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","Remove and replace electrical panel Includes parts, labor, and permit",6210 - Repair,8-053,Empire Electric Inc,Approved,Mordechai Levenberg,01/20/2025,01/16/2025,01/16/2025,,No,No,"1,800.00","1,800.00",1800.00,"1,800.00",University Townhomes
14045,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",3 WATERPROOF EPOXY PAIMT for repair leak roof 3 bedroom,6730 - Supplies Repairs and Maintenance,7-049,"Gonzalez, Ernesto J",Approved,David  Patino,01/21/2025,01/20/2025,01/20/2025,,No,No,"1,140.00","1,140.00",1140.00,"1,140.00",University Townhomes
14071,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Henry Tropi-cool white and resina epoxi (Coating & sealing Epoxy),6730 - Supplies Repairs and Maintenance,5-030,"Gonzalez, Ernesto J",Approved,David  Patino,01/21/2025,01/21/2025,01/21/2025,,No,No,"1,450.00","1,450.00",1450.00,"1,450.00",University Townhomes
14119,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,17-015G,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.42,298.85,149.42,University Townhomes
14119,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,27-034A,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.43,298.85,149.43,University Townhomes
14120,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,6-043,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.86,149.42,298.86,149.43,University Townhomes
14120,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,8-053,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.86,149.43,298.86,149.43,University Townhomes
14121,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,16-029A,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.42,298.85,149.42,University Townhomes
14121,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,16-029C,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.43,298.85,149.43,University Townhomes
14122,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,7-050,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.42,298.85,149.42,University Townhomes
14122,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",10KW HEAT KIT -FOR GOODMAN HKSX10XC - NEW STYLE,6730 - Supplies Repairs and Maintenance,29-066A,Chadwell Supply,Exempt,,,01/23/2025,01/23/2025,,No,No,298.85,149.43,298.85,149.43,University Townhomes
14141,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Repair of exterior doors and balcony railings,6210 - Repair,22-089F,Candida Painting  and Contractor,Approved,David  Patino,02/03/2025,01/23/2025,01/23/2025,,No,No,"1,000.00","1,000.00",1000.00,"1,000.00",University Townhomes
14143,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","Removal of two exterior doors, double glass doors. Installation of wooden frames on the first and second floors. Mounting of two exterior doors and sealing of doors  Repair of balcony metals Labor and materials",6210 - Repair,28-080B,"LOZANO LONG, LLC",Approved,Mordechai Levenberg,02/28/2025,01/23/2025,,,No,No,"1,850.00","1,850.00",1850.00,"1,850.00",University Townhomes
14183,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Resurfacing bath tub,6210 - Repair,6-042,Cecilios Painting LLC,Exempt,,,01/26/2025,01/01/2025,,No,No,180.00,180.00,180.00,180.00,University Townhomes
14184,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Resurfacing bath tub and tile and bathroom counter top,,21-063B,Cecilios Painting LLC,Exempt,,,01/26/2025,01/01/2025,,No,No,350.00,350.00,350.00,350.00,University Townhomes
14206,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","24"" COLONIST RAISED 6-PANEL HOLLOW SLAB",6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,397.45,165.55,397.45,165.55,University Townhomes
14206,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","30"" 6 PANEL MOLDED BIFOLD DOOR",6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,397.45,199.95,397.45,199.95,University Townhomes
14206,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","30"" 6 PANEL MOLDED BIFOLD DOOR",6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,397.45,31.95,397.45,31.95,University Townhomes
14209,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",TOILET PAPER HOLDER W/EXPOSED SCREW - CHROME,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,354.86,10.58,354.86,10.58,University Townhomes
14209,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",KWIKSET TYLO PRIVACY- SATIN NICKEL,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,354.86,69.23,354.86,69.23,University Townhomes
14209,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",DELUXE PATIO VERTICAL BLIND 78X96 - WHITE,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,354.86,191.07,354.86,191.07,University Townhomes
14209,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,354.86,83.98,354.86,83.98,University Townhomes
14217,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",LED HALF ROUND WALL SCONCE - BRUSHED NICKEL - 3CCT,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,313.39,171.12,313.39,171.13,University Townhomes
14217,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","15"" LED ROUND PANEL FIXTURE - WHITE - 3CCT",6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,313.39,142.26,313.39,142.26,University Townhomes
14218,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",LED HALF ROUND WALL SCONCE - BRUSHED NICKEL - 3CCT,6730 - Supplies Repairs and Maintenance,30-060E,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,370.42,228.16,370.42,228.16,University Townhomes
14218,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","15"" LED ROUND PANEL FIXTURE - WHITE - 3CCT",6730 - Supplies Repairs and Maintenance,30-060E,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,370.42,142.26,370.42,142.26,University Townhomes
14219,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","VANITY SINK BASE CABINET 30"" W X 34 1/2"" H X 21"" D WHITE",6730 - Supplies Repairs and Maintenance,30-060E,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,341.85,341.85,341.85,341.85,University Townhomes
14225,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","30"" hollow core slab door",6730 - Supplies Repairs and Maintenance,30-060E,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,209.83,77.40,209.83,77.40,University Townhomes
14225,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",	DELUXE PATIO VERTICAL BLIND 104X96 - WHITE,6730 - Supplies Repairs and Maintenance,30-060E,Chadwell Supply,Exempt,,,01/27/2025,01/27/2025,,No,No,209.83,132.43,209.83,132.43,University Townhomes
14236,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Lozano Long/full paint and general repairs,,30-060E,,Approved,David  Patino,01/28/2025,01/28/2025,01/28/2025,,No,No,"1,480.00","1,000.00","1000.00, 480.00","1,000.00",University Townhomes
14236,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Cecilios Painting/resurfacing bath and tile,6210 - Repair,30-060E,,Approved,David  Patino,01/28/2025,01/28/2025,01/28/2025,,No,No,"1,480.00",280.00,"1000.00, 480.00",280.00,University Townhomes
14236,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",Cecilios Painting/resurfacing Kitchen counter top,6210 - Repair,30-060E,,Approved,David  Patino,01/28/2025,01/28/2025,01/28/2025,,No,No,"1,480.00",200.00,"1000.00, 480.00",200.00,University Townhomes
14262,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",DELUXE PATIO VERTICAL BLIND 78X96-WHITE,6730 - Supplies Repairs and Maintenance,17-015A,Chadwell Supply,Exempt,,,01/28/2025,01/28/2025,,No,No,191.07,191.07,191.07,191.07,University Townhomes
14263,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","Labor and material to troubleshoot loss of power at unit 55C, found two bad breakers and replaced two twin Siemens breakers. Repaired loose connections in the fixture above the stairwell. Looked at the electrical panel, found the buss bar is burnt in the",6210 - Repair,14-055C,Empire Electric Inc,Approved,David  Patino,01/29/2025,01/28/2025,01/28/2025,,No,No,542.40,542.40,542.40,542.40,University Townhomes
14268,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",	WERNER 27' EXTENSION LADDER - 225 LB LOAD,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,377.46,377.45,377.46,377.46,University Townhomes
14269,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",	MARKSMAN BACKPACK BLOWER,6781 - Small Tools and Equipment:Appliances,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,311.23,311.23,311.23,311.23,University Townhomes
14273,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",ROOF INSULATION GLUE,6730 - Supplies Repairs and Maintenance,5-032,"Gonzalez, Ernesto J",Approved,David  Patino,01/29/2025,01/29/2025,01/29/2025,,No,No,"1,450.00","1,450.00",1450.00,"1,450.00",University Townhomes
14274,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",ROOF INSULATION GLUE,6730 - Supplies Repairs and Maintenance,5-030,"Gonzalez, Ernesto J",Pending (1 of 1),,,01/29/2025,01/29/2025,,No,No,,"1,450.00",,,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","18"" 3-LIGHT RACEWAY BATH STRIP -",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,41.98,382.39,41.98,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",LED HALF ROUND WALL SCONCE - BRUSHED NICKEL - 3CCT,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,114.08,382.39,114.08,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277","	15"" LED ROUND PANEL FIXTURE - WHITE - 3CCT",6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,142.27,382.39,142.27,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",BRK SMOKE ALARM - BATTERY OPERATED,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,31.95,382.39,31.95,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",EZ CLEAN ROUND FRONT WOOD TOILET SEAT - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,14.28,382.39,14.29,University Townhomes
14278,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",CORDLESS MINI BLIND 39X60 - ALABASTER,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,382.39,37.82,382.39,37.82,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",ADJUSTABLE SHOWER ROD - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,80.84,354.61,80.84,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",WHITEFALLS TWO HANDLE NON-METALLIC LAVATORY FAUCET WITHOUT POP-UP - CHROME,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,89.33,354.61,89.33,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",6W G25 VANITY LED BULB - 3000K,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,22.27,354.61,22.27,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",JUMBO DUPLEX RECEPTACLE PLATE - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,28.06,354.61,28.06,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",STANDARD ROCKER SWITCH PLATE - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,7.10,354.61,7.10,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",MIDI 2-GANG SWITCH PLATE - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,14.08,354.61,14.08,University Townhomes
14295,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",JUMBO SINGLE GANG SWITCH PLATE - WHITE,6730 - Supplies Repairs and Maintenance,University Townhomes,Chadwell Supply,Exempt,,,01/29/2025,01/29/2025,,No,No,354.61,20.64,354.61,20.65,University Townhomes
